77	3
64	1
19	65
19	3
86	38
62	56
50	25
30	62
17	25
11	75
14	15
4	91
53	0
32	50
48	27
16	44
13	65
25	8
27	0
1	90
14	5
1	3
14	17
10	70
16	48
50	75
58	2
29	8
3	34
66	50
24	79
34	27
26	23
2	39
7	50
82	46
25	14
61	71
55	33
81	25
38	36
31	50
14	51
69	4
0	94
5	31
2	51
75	58
29	3
25	64
5	16
31	85
7	81
8	6
31	59
83	74
14	3
14	52
76	18
53	53
20	1
2	18
26	52
27	22
2	25
7	3
20	3
3	68
2	1
8	75
11	6
5	63
3	23
5	19
81	25
81	1
10	3
31	2
65	38
10	43
25	60
1	22
5	21
54	2
70	33
0	48
41	10
0	44
28	94
82	7
14	19
3	39
7	27
25	63
44	3
66	13
50	26
51	14
44	51
58	61
