200	200
0	7
0	14
0	28
0	51
0	54
0	78
0	106
0	119
0	162
1	8
1	14
1	28
1	38
1	69
1	78
1	150
1	151
2	7
2	30
2	31
2	112
2	140
2	153
3	28
3	31
3	54
3	66
3	77
3	150
4	81
4	190
5	3
5	77
7	13
7	40
7	56
9	50
10	8
10	16
10	31
11	0
13	14
13	70
13	143
14	0
14	5
14	27
14	28
14	115
15	168
16	58
16	104
16	140
17	57
17	160
18	11
19	47
19	150
20	0
20	25
21	0
21	33
21	106
22	7
25	14
26	109
26	113
28	2
29	64
30	102
31	81
31	101
31	115
31	119
31	126
32	72
32	132
35	90
36	25
38	3
38	141
39	17
39	32
39	71
39	131
42	150
44	0
44	25
48	108
50	0
50	4
50	42
50	100
51	1
52	23
52	29
52	87
52	111
52	122
53	87
54	1
54	30
56	45
56	112
56	157
57	0
58	14
59	27
59	80
60	115
63	0
63	5
63	16
63	40
63	119
63	128
64	175
66	7
66	59
67	50
75	80
76	25
76	109
77	53
77	105
81	128
82	24
83	27
83	128
87	1
88	50
91	119
100	2
100	41
100	47
100	53
101	1
101	50
101	83
101	102
101	103
101	133
103	6
103	22
103	52
103	70
104	114
105	76
105	132
106	77
107	50
107	86
107	109
107	163
108	23
108	101
108	132
108	150
111	13
113	101
114	53
114	106
115	153
118	119
119	3
119	9
119	40
119	83
120	150
126	29
126	63
126	150
129	5
129	11
133	7
135	164
136	106
136	107
142	42
146	81
149	154
151	69
153	10
153	131
154	126
157	16
158	16
162	19
165	0
171	103
175	14
175	50
175	176
176	7
181	0
181	133
187	26
191	37
192	10
193	84
