800	800
0	2
0	4
0	51
0	64
0	143
0	226
0	229
0	235
0	281
0	306
0	413
0	414
0	662
0	665
1	50
1	53
1	358
1	600
1	640
1	739
2	344
2	600
2	756
3	113
3	305
3	431
3	470
4	18
4	21
4	26
4	85
4	110
4	250
4	259
4	452
4	564
4	568
5	50
5	200
5	463
6	60
6	88
7	4
7	16
7	213
7	251
8	69
8	129
8	181
8	313
8	412
9	401
9	434
9	471
9	702
10	76
11	50
11	107
11	208
11	625
12	430
12	626
13	71
13	107
13	138
13	326
13	528
13	614
14	0
14	20
14	175
14	203
14	234
14	400
14	457
14	675
15	53
15	103
15	146
16	303
16	501
17	78
18	67
18	102
18	344
19	181
19	202
19	213
19	626
19	703
20	639
21	444
24	146
25	0
25	10
25	45
25	105
25	113
25	125
25	300
25	430
25	552
26	153
26	401
26	500
27	238
28	153
28	206
28	411
28	426
28	587
28	707
29	21
29	32
29	188
31	114
32	222
33	7
35	470
37	537
38	131
38	206
38	504
38	517
38	743
39	0
39	96
39	150
40	54
42	50
44	7
44	11
44	16
44	52
44	155
47	208
47	213
48	8
49	107
50	7
50	27
50	33
50	231
50	277
50	425
50	434
50	600
51	13
51	63
51	114
51	610
51	613
52	1
52	11
52	44
52	556
53	4
53	7
53	111
53	123
53	453
53	480
53	512
53	639
54	114
55	437
56	0
57	13
57	150
58	63
58	784
59	3
59	114
60	46
60	198
60	441
63	71
63	125
63	182
63	309
63	711
64	4
64	8
64	107
64	208
64	275
67	25
67	269
67	618
69	2
69	52
69	300
70	19
70	501
75	0
75	537
76	17
76	101
77	253
78	52
78	201
78	215
79	164
82	38
82	300
82	644
83	328
84	636
85	401
87	0
87	6
88	200
88	235
89	231
90	38
90	238
90	488
91	426
94	675
94	715
98	442
100	1
100	8
100	14
100	110
100	121
100	470
101	3
101	103
101	113
101	202
101	400
101	553
102	50
102	138
102	405
103	5
103	52
103	53
103	63
103	270
103	405
103	473
105	205
105	507
105	701
106	756
107	9
107	34
107	69
107	75
107	106
107	119
107	401
107	451
107	475
107	487
108	157
108	420
109	202
110	202
110	401
110	487
110	528
110	651
113	7
113	77
114	33
114	201
114	414
114	615
116	1
118	414
119	400
120	110
121	230
121	500
121	615
122	750
123	214
123	442
125	27
125	53
