160000	160000
39999	40331
39999	40647
39999	41434
39999	41484
39999	41882
39999	42521
39999	42582
39999	46285
39999	47983
39999	50674
39999	50820
39999	51965
39999	52673
39999	53940
39999	55002
39999	56252
39999	61662
39999	65140
39999	65544
39999	70961
39999	74690
39999	76586
40000	41264
40000	41991
40000	44374
40000	62262
40000	62845
40000	76249
40001	42656
40001	43788
40001	44452
40001	50066
40001	52510
40001	62578
40001	62690
40001	70273
40002	49418
40002	50849
40002	57837
40002	58346
40002	60090
40002	70323
40002	70375
40003	45054
40004	40040
40004	46279
40004	48185
40004	55335
40004	61310
40004	66426
40004	74230
40005	45090
40005	58215
40005	62575
40005	65002
40005	74065
40005	77627
40006	55216
40007	42634
40007	45413
40007	48010
40007	58858
40007	63813
40007	66952
40007	67825
40008	47817
40009	42690
40009	44460
40009	55117
40009	58256
40009	60649
40009	62548
40009	70024
40010	47681
40010	62266
40010	68691
40011	55649
40011	61269
40011	76640
40012	40000
40012	40020
40012	42177
40012	42663
40012	42753
40012	50322
40013	40090
40013	40176
40013	40245
40013	72563
40014	46841
40015	60352
40015	60477
40015	65409
40015	75666
40016	50007
40016	61271
40017	76154
40019	40005
40019	45051
40019	47598
40019	50001
40019	50557
40019	53125
40019	60390
40019	65165
40019	66117
40019	70326
40019	71289
40019	75513
40019	76753
40020	47679
40020	55023
40020	55257
40021	40237
40021	41899
40021	43848
40021	46359
40021	60976
40021	61274
40021	64210
40021	72501
40022	41310
40022	51290
40022	56970
40022	62228
40023	73130
40024	50039
40024	50669
40024	54551
40024	55204
40024	58210
40025	41484
40025	42675
40025	50415
40026	50991
40027	50591
40029	42504
40029	48133
40029	63769
40029	65228
40029	70634
40030	54999
40031	40678
40031	62270
40032	40956
40032	52949
40033	50005
40033	50156
40033	51640
40033	74355
40036	70021
40037	44454
40037	45079
40037	63595
40038	40260
40038	40361
40038	40430
40038	47602
40038	50358
40038	53832
40038	61260
40038	72970
40039	42189
40039	45022
40039	63138
40040	40331
40040	41888
40040	45129
40040	51448
40041	51592
40041	55234
40041	60820
40041	65706
40042	50046
40042	77579
40043	39999
40043	57616
40044	40644
40044	41009
40044	43014
40044	43183
40044	61631
40044	63814
40045	50373
40045	60557
40046	47831
40046	62389
40046	70049
40046	75705
40047	50840
40048	40468
40048	48241
40048	54231
40049	41332
40049	43751
40049	61905
40049	70046
40051	43350
40051	64407
40052	45665
40053	44125
40053	45003
40054	41299
40054	45717
40056	42080
40058	45021
40058	45042
40058	45313
40058	70499
40059	60052
40059	70021
40059	72970
40063	63152
40064	68018
40067	40021
40068	41913
40068	43762
40068	52499
40068	66418
40071	61272
40072	70112
40073	40634
40077	41894
40077	44687
40077	45093
40077	50757
40077	53760
40077	67617
40077	70049
40078	40210
40078	41105
40078	48338
40079	42911
40079	43445
40079	66172
40079	70317
40080	40276
40080	59095
40080	70560
40081	43478
40081	46338
40081	69999
40082	49142
40082	60626
40083	43996
40084	46797
40086	62328
40086	65715
40087	50746
40087	69974
40088	41614
40088	50180
40088	50938
40088	55002
40088	60007
40088	64729
40090	41689
40090	56633
40091	45127
40092	45329
40092	71408
40095	67580
40096	65681
40097	48025
40097	62519
40097	66098
40097	75790
40098	41899
40098	47070
40099	46143
40099	48658
40099	70000
40100	40391
40102	45322
40102	47862
40102	65250
40102	66307
40102	67657
40104	40077
40106	65088
40107	40077
40109	60042
40109	72582
40110	60001
40112	52831
40112	68208
