100	100
0	4
0	16
0	51
1	24
1	34
1	54
1	75
2	25
2	26
2	38
3	0
3	14
3	17
3	27
3	29
3	38
3	60
3	79
3	90
5	56
5	62
6	17
7	0
7	8
9	38
10	42
10	64
10	76
12	53
13	2
13	16
13	19
14	0
14	3
14	5
14	34
14	62
15	40
16	55
18	25
19	2
19	31
19	65
21	13
21	50
24	8
25	10
25	31
26	58
27	3
27	17
27	38
28	54
30	63
31	3
31	14
33	8
34	10
34	27
35	12
36	3
38	14
38	84
39	27
39	73
41	7
42	51
50	7
50	25
51	72
53	62
53	65
54	0
54	31
54	44
57	8
58	3
58	50
58	74
59	77
60	62
61	92
62	41
64	21
65	2
65	26
66	0
67	6
72	66
72	75
75	51
75	53
79	24
82	20
82	56
87	52
88	9
94	0
97	8
98	20
