10000	10000
2499	2520
2500	2904
2500	3126
2500	3439
2500	4188
2501	2524
2501	2817
2501	2859
2501	3129
2501	4491
2502	2598
2502	2831
2502	3088
2502	4413
2503	3350
2504	2507
2504	3222
2504	4934
2505	2941
2505	3779
2505	3946
2505	4400
2507	2509
2507	3917
2508	4379
2510	2517
2510	3205
2511	4064
2512	2673
2513	2864
2513	3285
2514	3052
2517	2596
2517	2908
2519	2616
2519	2692
2519	3095
2520	3447
2521	2831
2522	3145
2523	2934
2524	2573
2526	3837
2527	2595
2531	2976
2534	2817
2534	3139
2535	2998
2537	4233
2538	2514
2538	2681
2538	2734
2538	3174
2538	3608
2539	2598
2540	2577
2540	3950
2540	4078
2541	3786
2542	4297
2543	2580
2547	2931
2551	2846
2551	4407
2552	2566
2554	2545
2555	3467
2558	3130
2559	4101
2561	2546
2563	4379
2565	2517
2568	3245
2572	3801
2573	2978
2577	4585
2578	3517
2580	2766
2584	3776
2586	4579
2587	3418
2588	3340
2597	2525
2597	2598
2597	2705
2598	2704
2600	3940
2602	2657
2607	3300
2618	2587
2618	2759
2621	3750
2621	4101
2623	2851
2624	3790
2627	3858
2635	3789
2637	3827
2651	2593
2651	2822
2656	2864
2656	2971
2657	3293
2657	3996
2659	3862
2660	2646
2660	3909
2661	2822
2662	2701
2665	2580
2665	2599
2665	3046
2665	4179
2671	2501
2671	3072
2673	2763
2675	3791
2681	3907
2685	3311
2685	3917
2688	2743
2688	3788
2689	2643
2690	4398
2692	2507
2692	2582
2695	2646
2695	4437
2695	4735
2697	2505
2700	4406
2700	4578
2705	2944
2706	2977
2709	3163
2714	3166
2720	2521
2727	2817
2732	2510
2734	3359
2740	2739
2746	2598
2749	2500
2755	3760
2765	4142
2768	2774
2771	4161
2773	4424
2774	3135
2775	2822
2775	3453
2795	2870
2812	2632
2812	3138
2812	3215
2812	3626
2812	4640
2813	2686
2814	3367
2815	4424
2817	2543
2817	2818
2817	3460
2817	4414
2817	4814
2818	2669
2819	2538
2825	4765
2826	2499
2826	3790
2831	2909
2832	2658
2832	3213
2834	2695
2835	2887
2836	2646
2845	3130
2851	2719
2851	3647
2852	2502
2853	3207
2854	4505
2856	2931
2858	2598
2858	3075
2862	2631
2864	2638
2877	3790
2878	2843
2884	2858
2890	4843
2891	2906
2892	2974
2896	2585
2909	3981
2910	3481
2920	2501
2921	3753
2925	3757
2929	2697
2930	4258
2934	3756
2939	4321
2951	3163
2969	2862
2976	2676
2977	4473
2979	2519
2980	2686
2984	4140
2994	3126
3000	3926
3008	2660
3008	2734
3010	4478
3014	3813
