2000	2000
0	2
0	3
0	42
0	141
0	282
0	344
0	362
0	468
0	560
0	571
0	578
0	649
0	1123
0	1163
0	1164
0	1346
0	1412
0	1436
0	1478
0	1808
0	1867
1	136
1	172
1	362
1	440
1	633
1	797
1	816
1	845
1	1016
1	1064
1	1135
1	1287
1	1394
1	1470
1	1567
1	1584
2	9
2	18
2	158
2	305
2	388
2	565
2	668
2	1127
2	1301
2	1321
2	1409
2	1437
2	1765
3	71
3	289
3	430
3	503
3	818
3	934
3	1000
3	1131
3	1199
4	21
4	104
4	135
4	145
4	539
4	1001
4	1002
4	1028
4	1111
4	1630
4	1891
5	162
5	290
5	535
5	1012
6	8
6	176
6	729
7	86
7	626
8	0
8	10
8	32
8	36
8	43
8	192
8	250
8	252
8	266
8	362
8	446
8	475
8	549
8	883
8	1002
8	1008
8	1032
8	1094
8	1500
8	1548
9	0
9	192
10	63
10	133
10	267
10	381
10	1003
10	1219
10	1344
11	535
11	774
12	331
12	923
12	1017
12	1376
12	1667
13	888
13	1500
15	181
16	82
16	106
16	353
16	376
16	445
16	500
16	556
16	1016
16	1090
16	1375
16	1548
16	1566
16	1620
16	1750
17	4
17	300
17	301
17	408
17	570
17	649
17	775
17	1002
18	207
18	455
18	828
19	26
19	755
19	892
19	1141
20	81
20	373
20	408
20	1508
21	1673
22	1
22	3
22	168
22	268
22	360
22	503
22	508
22	759
23	7
23	24
23	313
24	166
24	380
24	580
24	1043
24	1562
24	1647
25	524
25	1031
25	1049
25	1064
26	96
27	92
28	202
28	439
29	750
30	189
30	447
32	9
32	33
32	67
32	157
32	170
32	257
32	313
32	697
32	1062
32	1166
32	1187
32	1191
33	155
33	254
33	274
33	508
33	1031
33	1275
34	36
34	292
34	644
34	738
35	4
35	252
35	906
36	40
36	64
36	158
36	381
36	597
36	951
36	1137
36	1346
37	1
37	457
37	1649
38	125
38	126
38	1220
39	252
39	393
40	32
40	127
40	439
41	0
41	63
41	134
41	1002
42	314
43	266
44	126
47	4
47	82
47	174
47	410
47	658
47	1125
48	65
48	81
48	162
48	228
48	506
48	1144
49	828
50	1500
51	102
51	408
53	298
53	969
55	5
55	125
55	204
55	1037
55	1591
55	1613
57	1002
57	1328
58	7
58	255
60	40
61	11
61	308
63	91
63	133
63	144
63	258
63	1025
63	1031
63	1105
63	1269
63	1504
63	1757
64	126
64	141
64	289
64	1056
65	519
65	728
65	891
65	1018
65	1023
65	1035
65	1312
65	1463
65	1502
65	1504
65	1510
65	1784
66	327
66	523
66	766
67	9
67	665
68	245
69	1
69	563
69	594
69	1025
70	1941
71	2
71	439
71	799
71	877
71	1086
72	0
73	33
73	446
73	469
75	165
75	1098
75	1511
76	219
77	2
77	144
77	661
77	1537
78	1252
79	46
79	68
79	99
79	489
79	1259
80	656
81	131
81	141
81	332
81	660
82	183
82	342
82	1000
82	1224
83	313
85	40
86	251
86	314
86	1007
86	1570
89	56
89	1780
90	211
92	1759
93	65
94	130
94	457
94	1008
94	1540
94	1672
95	10
95	40
95	393
95	751
95	752
95	805
95	1002
95	1502
96	442
96	908
97	266
98	1272
99	8
100	946
101	3
102	65
102	393
102	501
102	768
102	1677
103	56
103	80
103	501
104	1129
104	1195
105	1005
110	250
110	644
110	1501
111	1506
111	1525
112	785
